question,query
what was the score for the game that started at 600 pm?,SELECT final score WHERE kickoff EQL 6:00 p.m.
"Who are the opponents for games on Sunday, June 9?","SELECT opponent WHERE date EQL sunday, june 9"
who will be the opponent for sunday's game?,"SELECT opponent WHERE date EQL sunday, june 9"
who are the opponents for the game on sunday june 9?,"SELECT opponent WHERE date EQL sunday, june 9"
Which NHL team chose an American player from the United States Hockey League?,SELECT nhl team WHERE nationality EQL united states AND league from EQL united states hockey league
which team picks an american hockey league player?,SELECT nhl team WHERE nationality EQL united states AND league from EQL united states hockey league
can the us nhl team select an american hockey player?,SELECT nhl team WHERE nationality EQL united states AND league from EQL united states hockey league
which team chose a usa player from the united states hockey league?,SELECT nhl team WHERE nationality EQL united states AND league from EQL united states hockey league
which nhl team chose an american player from the american hockey league?,SELECT nhl team WHERE nationality EQL united states AND league from EQL united states hockey league
what nhl team chose an american player from the united states hockey league?,SELECT nhl team WHERE nationality EQL united states AND league from EQL united states hockey league
which nhl team chose an american player from the united states hockey league?,SELECT nhl team WHERE nationality EQL united states AND league from EQL united states hockey league
What is the nationality of player Jani Hakanpaa?,SELECT nationality WHERE player EQL jani hakanpaa
tell me the nationality of the player jani hakanpaa?,SELECT nationality WHERE player EQL jani hakanpaa
what is the nationality of jani hakanpaa?,SELECT nationality WHERE player EQL jani hakanpaa
tell me the nationality of player jani hakanpaa?,SELECT nationality WHERE player EQL jani hakanpaa
what is the nationality of the player jani hakanpaa?,SELECT nationality WHERE player EQL jani hakanpaa
From which league is the player chosen by the Atlanta Thrashers (from Dallas) 6?,SELECT league from WHERE nhl team EQL atlanta thrashers (from dallas) 6
which league will the atlanta thrashers pick from dallas 6?,SELECT league from WHERE nhl team EQL atlanta thrashers (from dallas) 6
Which Nationality has a Pick # smaller than 130 and a Player of tyler bunz? Question 1,SELECT nationality WHERE pick # LT 130 AND player EQL tyler bunz
Which Nationality has a Pick # smaller than 130 and a Player of tyler bunz? Question 1,SELECT nationality WHERE pick # LT 130 AND player EQL tyler bunz
Which League from has a Player of louis domingue?,SELECT league from WHERE player EQL louis domingue
which league has a player like louis domingue?,SELECT league from WHERE player EQL louis domingue
Which League from has a NHL team of san jose sharks (from carolina) 3?,SELECT league from WHERE nhl team EQL san jose sharks (from carolina) 3
Which League from has a NHL team of san jose sharks (from carolina) 3?,SELECT league from WHERE nhl team EQL san jose sharks (from carolina) 3
"Which Position has a League from of western hockey league, and a Team from of everett silvertips?",SELECT position WHERE league from EQL western hockey league AND team from EQL everett silvertips
"Which Position has a League from of western hockey league, and a Team from of everett silvertips?",SELECT position WHERE league from EQL western hockey league AND team from EQL everett silvertips
"Which Player has a Position of rw, and a League from of western hockey league?",SELECT player WHERE position EQL rw AND league from EQL western hockey league
which player has a position in the western leagues?,SELECT player WHERE position EQL rw AND league from EQL western hockey league
For what league was the player in G position drafted?,SELECT league from WHERE position EQL g
in what league was the player in the g position drafted?,SELECT league from WHERE position EQL g
What is the power capacity when the generators were 781?,SELECT power capacity (gw) WHERE number of generators EQL 781
what was the power capacity of 781 generators?,SELECT power capacity (gw) WHERE number of generators EQL 781
What is the percentage of total capacity when the energy is 120.2?,SELECT % of total capacity WHERE annual energy (billion kwh) EQL 120.2
What is the % of annual production of solar?,SELECT % of annual production WHERE power source EQL solar
tell me the annual solar production?,SELECT % of annual production WHERE power source EQL solar
tell me the production of solar energy?,SELECT % of annual production WHERE power source EQL solar
what is annual solar production?,SELECT % of annual production WHERE power source EQL solar
what is solar energy production each year?,SELECT % of annual production WHERE power source EQL solar
tell me the annual production of solar energy?,SELECT % of annual production WHERE power source EQL solar
tell me the annual production of solar power?,SELECT % of annual production WHERE power source EQL solar
tell me the total annual production of solar?,SELECT % of annual production WHERE power source EQL solar
What year had a total of 2 and LA matches of 0?,SELECT year WHERE total EQL 2 AND la matches EQL 0
What year had a total of 2 and LA matches of 0?,SELECT year WHERE total EQL 2 AND la matches EQL 0
What year was the total 9?,SELECT year WHERE total EQL 9
What year was the total 9?,SELECT year WHERE total EQL 9
Tell me the opponent of week 14,SELECT opponent WHERE week EQL 14
Tell me the opponent of week 14,SELECT opponent WHERE week EQL 14
Tell me opponent for result of w 33-31,SELECT opponent WHERE result EQL w 33-31
Tell me opponent for result of w 33-31,SELECT opponent WHERE result EQL w 33-31
Which Call sign has a Branding of cbc radio one?,SELECT call sign WHERE branding EQL cbc radio one
which radio cbc call sign has branding?,SELECT call sign WHERE branding EQL cbc radio one
which call sign is branded by cbc radio?,SELECT call sign WHERE branding EQL cbc radio one
which call sign has a branding of cbc radio one?,SELECT call sign WHERE branding EQL cbc radio one
WHich Frequency has a Format of country / news / sports?,SELECT frequency WHERE format EQL country / news / sports
WHich Frequency has a Format of country / news / sports?,SELECT frequency WHERE format EQL country / news / sports
Which Format has a Frequency of 100.5 fm?,SELECT format WHERE frequency EQL 100.5 fm
which format has a frequency of 1005 fm?,SELECT format WHERE frequency EQL 100.5 fm
Which Result has a Date of 7 june 2000?,SELECT result WHERE date EQL 7 june 2000
Which Result has a Date of 7 june 2000?,SELECT result WHERE date EQL 7 june 2000
Which Venue has a Date of 21 june 2000?,SELECT venue WHERE date EQL 21 june 2000
Which Venue has a Date of 21 june 2000?,SELECT venue WHERE date EQL 21 june 2000
"Which Competition has a Venue of jan breydel, bruges, belgium?","SELECT competition WHERE venue EQL jan breydel, bruges, belgium"
"Which Competition has a Venue of jan breydel, bruges, belgium?","SELECT competition WHERE venue EQL jan breydel, bruges, belgium"
What is the result for Boston's road team in game 4?,SELECT result WHERE road team EQL boston AND game EQL game 4
what are boston's road teams' results in game 4?,SELECT result WHERE road team EQL boston AND game EQL game 4
what's the result for boston in game 4?,SELECT result WHERE road team EQL boston AND game EQL game 4
what's the result for boston on the road in game 4?,SELECT result WHERE road team EQL boston AND game EQL game 4
what's the result for boston's road team in game 4?,SELECT result WHERE road team EQL boston AND game EQL game 4
what was the result for boston's road team in game 4?,SELECT result WHERE road team EQL boston AND game EQL game 4
Which road team has a result of 117-114?,SELECT road team WHERE result EQL 117-114
Which road team has a result of 117-114?,SELECT road team WHERE result EQL 117-114
What is the road team playing against Boston on April 16?,SELECT road team WHERE home team EQL boston AND date EQL april 16
who will play the road team in boston on april 16?,SELECT road team WHERE home team EQL boston AND date EQL april 16
which team is playing against boston on april 16th?,SELECT road team WHERE home team EQL boston AND date EQL april 16
what is the road team which will play at boston on april 16?,SELECT road team WHERE home team EQL boston AND date EQL april 16
who will play the road team against boston on april 16?,SELECT road team WHERE home team EQL boston AND date EQL april 16
what will be the road team's game against boston on april 16?,SELECT road team WHERE home team EQL boston AND date EQL april 16
what do the road teams play against boston on april 16?,SELECT road team WHERE home team EQL boston AND date EQL april 16
What's the team of the player from St. Francis Xavier College?,SELECT cfl team WHERE college EQL st. francis xavier
which team played for st francis xavier college?,SELECT cfl team WHERE college EQL st. francis xavier
What player is on the Montreal Alouettes CFl team?,SELECT player WHERE cfl team EQL montreal alouettes
can you list the players on the montreal alouettes cfl team?,SELECT player WHERE cfl team EQL montreal alouettes
Which CFL Teams drafted an OL in 2006?,SELECT cfl team WHERE position EQL ol
whose cfl teams drafted ols in 2006?,SELECT cfl team WHERE position EQL ol
which cfl team drafted ols in 2006?,SELECT cfl team WHERE position EQL ol
which team drafted an ol in 2006?,SELECT cfl team WHERE position EQL ol
which cfl teams drafted ols in 2006?,SELECT cfl team WHERE position EQL ol
which cfl teams drafted the ol in 2006?,SELECT cfl team WHERE position EQL ol
which cfl teams drafted an ol in 2006?,SELECT cfl team WHERE position EQL ol
Which college is aligned to the Saskatchewan Roughriders?,SELECT college WHERE cfl team EQL saskatchewan roughriders
what college has been affiliated with the saskatchewan roughriders?,SELECT college WHERE cfl team EQL saskatchewan roughriders
which college is affiliated with saskatchewan roughriders?,SELECT college WHERE cfl team EQL saskatchewan roughriders
which college is affiliated to saskatchewan roughriders?,SELECT college WHERE cfl team EQL saskatchewan roughriders
which college is affiliated with the saskatchewan roughriders?,SELECT college WHERE cfl team EQL saskatchewan roughriders
which college is aligned with the saskatchewan roughriders?,SELECT college WHERE cfl team EQL saskatchewan roughriders
which college is aligned to the saskatchewan roughriders?,SELECT college WHERE cfl team EQL saskatchewan roughriders
What Position did the Hamilton Tiger-Cats (via Ottawa) pick in the 2006 Draft.,SELECT position WHERE cfl team EQL hamilton tiger-cats (via ottawa)
how did hamilton tigercats pick up the position via ottawa in the 2006 draft?,SELECT position WHERE cfl team EQL hamilton tiger-cats (via ottawa)
what position did hamilton tiger-cats pick via ottawa in the 2006 draft?,SELECT position WHERE cfl team EQL hamilton tiger-cats (via ottawa)
what position did the hamilton tiger-cats pick via ottawa in the 2006 draft?,SELECT position WHERE cfl team EQL hamilton tiger-cats (via ottawa)
What is the pick # for the position de?,SELECT pick # WHERE position EQL de
which is the best pick for the position de?,SELECT pick # WHERE position EQL de
Which player went to college at Saint Mary's?,SELECT player WHERE college EQL saint mary's
who attended saint mary's college?,SELECT player WHERE college EQL saint mary's
who went to saint mary's college?,SELECT player WHERE college EQL saint mary's
which player went to st mary's college?,SELECT player WHERE college EQL saint mary's
which player went to saint mary's college?,SELECT player WHERE college EQL saint mary's
who went to college at saint mary's?,SELECT player WHERE college EQL saint mary's
which player went to college at saint mary's?,SELECT player WHERE college EQL saint mary's
What is the position for the player with cfl team Winnipeg blue bombers?,SELECT position WHERE cfl team EQL winnipeg blue bombers
show the positions of a player with the cfl team winnipeg blue bombers?,SELECT position WHERE cfl team EQL winnipeg blue bombers
Who was Alberta's skip when the shot pct was 88?,SELECT skip WHERE shot pct. EQL 88 AND province EQL alberta
Who was Alberta's skip when the shot pct was 88?,SELECT skip WHERE shot pct. EQL 88 AND province EQL alberta
What school or club team did the player chosen for the Sacramento Monarchs play for?,SELECT school/club team WHERE wnba team EQL sacramento monarchs
which schoolclub team did the player selected for the sacramento monarchs play for?,SELECT school/club team WHERE wnba team EQL sacramento monarchs
which school or club did the player pick for the sacramento monarchs play for?,SELECT school/club team WHERE wnba team EQL sacramento monarchs
what school or club did the player selected for the sacramento monarchs play for?,SELECT school/club team WHERE wnba team EQL sacramento monarchs
what school or club team did the player selected for the sacramento monarchs play for?,SELECT school/club team WHERE wnba team EQL sacramento monarchs
what school or club did the player chosen for the sacramento monarchs play for?,SELECT school/club team WHERE wnba team EQL sacramento monarchs
which school or club team did the player chosen for the sacramento monarchs play for?,SELECT school/club team WHERE wnba team EQL sacramento monarchs
what school or club team did the player chosen for the sacramento monarchs play for?,SELECT school/club team WHERE wnba team EQL sacramento monarchs
What player was chosen for the Chicago Sky?,SELECT player WHERE wnba team EQL chicago sky
who was chosen as the player to take part in the chicago sky?,SELECT player WHERE wnba team EQL chicago sky
who was selected to play at the chicago sky?,SELECT player WHERE wnba team EQL chicago sky
who was picked to play for chicago sky?,SELECT player WHERE wnba team EQL chicago sky
who is selected for the chicago sky?,SELECT player WHERE wnba team EQL chicago sky
what player was selected to play for the chicago sky?,SELECT player WHERE wnba team EQL chicago sky
what player was selected for the chicago sky?,SELECT player WHERE wnba team EQL chicago sky
Which player was picked for the Chicago Sky?,SELECT player WHERE wnba team EQL chicago sky
who was selected for the chicago sky?,SELECT player WHERE wnba team EQL chicago sky
who was picked for the chicago sky?,SELECT player WHERE wnba team EQL chicago sky
which player was selected for the chicago sky?,SELECT player WHERE wnba team EQL chicago sky
which player was picked by the chicago sky?,SELECT player WHERE wnba team EQL chicago sky
Which player has +2 to par?,SELECT player WHERE to par EQL +2
which player has a par?,SELECT player WHERE to par EQL +2
"What is the Order and Title with an Elevated with 1261, december 17, and a Faction with angevin?","SELECT order and title WHERE elevated EQL 1261, december 17 AND faction EQL angevin"
"What is the Order and Title with an Elevated with 1261, december 17, and a Faction with angevin?","SELECT order and title WHERE elevated EQL 1261, december 17 AND faction EQL angevin"
"What is the Elector with a Nationality with roman, and an Elevator of urban iv, and an Elevated with 1261, december 17?","SELECT elector WHERE nationality EQL roman AND elevator EQL urban iv AND elevated EQL 1261, december 17"
"What is the Elector with a Nationality with roman, and an Elevator of urban iv, and an Elevated with 1261, december 17?","SELECT elector WHERE nationality EQL roman AND elevator EQL urban iv AND elevated EQL 1261, december 17"
What is the Nationality with an Elector with bertrand de saint-martin?,SELECT nationality WHERE elector EQL bertrand de saint-martin
tell me the nationality of bertrand de saint-martin?,SELECT nationality WHERE elector EQL bertrand de saint-martin
what is nationality with bertrand de saint-martin?,SELECT nationality WHERE elector EQL bertrand de saint-martin
What's k. j. choi's to par?,SELECT to par WHERE player EQL k. j. choi
what about k j choi?,SELECT to par WHERE player EQL k. j. choi
Which player from United States is in place of t6?,SELECT player WHERE country EQL united states AND place EQL t6
what player in the usa plays in place of the current t6?,SELECT player WHERE country EQL united states AND place EQL t6
Phil Mickelson has what  To par?,SELECT to par WHERE player EQL phil mickelson
phil mickelson has something else to share?,SELECT to par WHERE player EQL phil mickelson
phil mickelson has something to par?,SELECT to par WHERE player EQL phil mickelson
What place was the player hailing from Zimbabwe in?,SELECT place WHERE country EQL zimbabwe
what place did the zimbabwean player hail from?,SELECT place WHERE country EQL zimbabwe
what was the place the zimbabwean was hailing from?,SELECT place WHERE country EQL zimbabwe
What was the score of Bernhard Langer after 3 rounds?,SELECT score WHERE player EQL bernhard langer
how did bernhard langer perform after 3 rounds?,SELECT score WHERE player EQL bernhard langer
what was bernhard langer's score after 3 rounds?,SELECT score WHERE player EQL bernhard langer
"What is the Money ($) when the Place is t6, and Player is chris dimarco?",SELECT money ( $ ) WHERE place EQL t6 AND player EQL chris dimarco
how much money does it take for a player who is a t6?,SELECT money ( $ ) WHERE place EQL t6 AND player EQL chris dimarco
what is money when the player is chris dimarco t6?,SELECT money ( $ ) WHERE place EQL t6 AND player EQL chris dimarco
how much money does a player make when the place is t6 and the player is chris dimarco?,SELECT money ( $ ) WHERE place EQL t6 AND player EQL chris dimarco
what's the amount of money when the place is t6 and the player is chris dimarco?,SELECT money ( $ ) WHERE place EQL t6 AND player EQL chris dimarco
what is the money when the place is t6 and the player is chris dimarco?,SELECT money ( $ ) WHERE place EQL t6 AND player EQL chris dimarco
What is the score where the country is Japan?,SELECT score WHERE country EQL japan
show me the score of japan?,SELECT score WHERE country EQL japan
what's the score of japan?,SELECT score WHERE country EQL japan
where is the country of japan?,SELECT score WHERE country EQL japan
what is the score of a country like japan?,SELECT score WHERE country EQL japan
What date did the Colts play New York Jets?,SELECT date WHERE opponent EQL new york jets
when was the colts game against the new york jets?,SELECT date WHERE opponent EQL new york jets
what game did the colts take on the new york jets on?,SELECT date WHERE opponent EQL new york jets
which date the colts played the new york jets?,SELECT date WHERE opponent EQL new york jets
what date did the colts play the new york jets on?,SELECT date WHERE opponent EQL new york jets
what date did the colts play the new york jets?,SELECT date WHERE opponent EQL new york jets
on what date did the colts play the new york jets?,SELECT date WHERE opponent EQL new york jets
What is the skip with a second of Philippe Caux?,SELECT skip WHERE second EQL philippe caux
What is the skip with a second of Philippe Caux?,SELECT skip WHERE second EQL philippe caux
What is the Lead in the 2004-05 Season?,SELECT lead WHERE season EQL 2004-05
which season was the lead in 2004-05?,SELECT lead WHERE season EQL 2004-05
what was the lead character of the 2004-05 season?,SELECT lead WHERE season EQL 2004-05
what lead was on the 2004-05 season?,SELECT lead WHERE season EQL 2004-05
tell me the lead for the 2004-05 season?,SELECT lead WHERE season EQL 2004-05
what's the lead in the 2004-05 season?,SELECT lead WHERE season EQL 2004-05
what was the lead in the 2004-05 season?,SELECT lead WHERE season EQL 2004-05
What is the Third in the 1993-94 season where Philippe Caux was a lead?,SELECT third WHERE lead EQL philippe caux AND season EQL 1993-94
how was philippe caux the third leader in 1993-94?,SELECT third WHERE lead EQL philippe caux AND season EQL 1993-94
what was philippe caux's third lead in the 1993-94 season?,SELECT third WHERE lead EQL philippe caux AND season EQL 1993-94
which was the third game in the season 1993-94 where philippe caux was a lead player?,SELECT third WHERE lead EQL philippe caux AND season EQL 1993-94
tell me the third game of the 1993-94 season where philippe caux led?,SELECT third WHERE lead EQL philippe caux AND season EQL 1993-94
which was the third season in 1993-94 where philippe caux was a lead?,SELECT third WHERE lead EQL philippe caux AND season EQL 1993-94
In which championship did John Newcombe play against Ken Rosewall in the final match?,SELECT championship WHERE opponent in the final EQL ken rosewall
which championship john newcombe played in the final against ken rosewall?,SELECT championship WHERE opponent in the final EQL ken rosewall
in which championship did john newcombe play in the final match against ken rosewall?,SELECT championship WHERE opponent in the final EQL ken rosewall
in which championship did john newcombe play ken rosewall in the finals?,SELECT championship WHERE opponent in the final EQL ken rosewall
what championship did john newcombe play against ken rosewall in the final?,SELECT championship WHERE opponent in the final EQL ken rosewall
What were the scores of the Wimbledon final matches where Newcombe was the runner-up?,SELECT score in the final WHERE outcome EQL runner-up AND championship EQL wimbledon
tell me the score of the final matches at wimbledon in which newcombe was the runner-up?,SELECT score in the final WHERE outcome EQL runner-up AND championship EQL wimbledon
what were the scores of the final wimbledon match where newcombe was runner-up?,SELECT score in the final WHERE outcome EQL runner-up AND championship EQL wimbledon
what were the scores of the final wimbledon match where newcombe was the runner-up?,SELECT score in the final WHERE outcome EQL runner-up AND championship EQL wimbledon
show the scores of the wimbledon final matches where newcombe was runner-up?,SELECT score in the final WHERE outcome EQL runner-up AND championship EQL wimbledon
what was the score of the wimbledon final matches where newcombe was runner-up?,SELECT score in the final WHERE outcome EQL runner-up AND championship EQL wimbledon
what were the scores of the wimbledon final matches where newcombe was runner-up?,SELECT score in the final WHERE outcome EQL runner-up AND championship EQL wimbledon
What is the result of the game on May 14?,SELECT result WHERE date EQL may 14
show the results of the may 14 match?,SELECT result WHERE date EQL may 14
show me the results of the game on may 14th?,SELECT result WHERE date EQL may 14
what's the result of the game on may 14th?,SELECT result WHERE date EQL may 14
what is the result of the game on may 14th?,SELECT result WHERE date EQL may 14
what was the result of the game on may 14?,SELECT result WHERE date EQL may 14
what is the results of the game on may 14?,SELECT result WHERE date EQL may 14
what is the result of the game on may 14?,SELECT result WHERE date EQL may 14
What is the result of the game on May 14 with Philadelphia as the road team?,SELECT result WHERE road team EQL philadelphia AND date EQL may 14
what would be the final score of the game in philadelphia on the road?,SELECT result WHERE road team EQL philadelphia AND date EQL may 14
what is the result of the game with philadelphia as the road team on may 14?,SELECT result WHERE road team EQL philadelphia AND date EQL may 14
what are the results of the game on may 14 with philadelphia as the road team?,SELECT result WHERE road team EQL philadelphia AND date EQL may 14
what's the result of the game on may 14 with philadelphia on the road team?,SELECT result WHERE road team EQL philadelphia AND date EQL may 14
what was the result of the game on may 14 with philadelphia as the road team?,SELECT result WHERE road team EQL philadelphia AND date EQL may 14
what is the result of the game on may 14 with philadelphia as the road team?,SELECT result WHERE road team EQL philadelphia AND date EQL may 14
What is the result of the game on May 4 with Philadelphia as the road team?,SELECT result WHERE road team EQL philadelphia AND date EQL may 4
what will be the outcome of the game on may 4 with philadelphia as the road team?,SELECT result WHERE road team EQL philadelphia AND date EQL may 4
tell me the result of the game on may 4 with philadelphia as the road team?,SELECT result WHERE road team EQL philadelphia AND date EQL may 4
show me the result of the game on may 4 with philadelphia as the road team?,SELECT result WHERE road team EQL philadelphia AND date EQL may 4
what is the result of the game on may 4th with philadelphia as the road team?,SELECT result WHERE road team EQL philadelphia AND date EQL may 4
what is the result of the game on may 4 with philadelphia as the road team?,SELECT result WHERE road team EQL philadelphia AND date EQL may 4
"What is the 1987 results when the results of 1989 is 3R, and the 1986 results is F?",SELECT 1987 WHERE 1989 EQL 3r AND 1986 EQL f
what's the data for 1987 when the 1989 results are 3r and the 1986 results are f?,SELECT 1987 WHERE 1989 EQL 3r AND 1986 EQL f
what is the 1987 result with the results of 1989 being 3r and the results from 1986 being f?,SELECT 1987 WHERE 1989 EQL 3r AND 1986 EQL f
In 1983 what is the tournament that is 0 / 1?,SELECT tournament WHERE 1983 EQL 0 / 1
In 1983 what is the tournament that is 0 / 1?,SELECT tournament WHERE 1983 EQL 0 / 1
What tournament has 0 / 5 as career SR and A as 1983?,SELECT tournament WHERE career sr EQL 0 / 5 AND 1983 EQL a
What tournament has 0 / 5 as career SR and A as 1983?,SELECT tournament WHERE career sr EQL 0 / 5 AND 1983 EQL a
What date has the opponent competing in the final of john mcenroe?,SELECT date WHERE opponent in final EQL john mcenroe
show me the dates where the opponent will face john mcenroe in the finals?,SELECT date WHERE opponent in final EQL john mcenroe
"What was the 1989 result for the tournament with 1984 of a, 1985 of a, and 1990 of a?",SELECT 1989 WHERE 1984 EQL a AND 1985 EQL a AND 1990 EQL a
"What was the 1989 result for the tournament with 1984 of a, 1985 of a, and 1990 of a?",SELECT 1989 WHERE 1984 EQL a AND 1985 EQL a AND 1990 EQL a
What was the 1987 result for the tournament with 1986 result of 3R and 1989 of A?,SELECT 1987 WHERE 1989 EQL a AND 1986 EQL 3r
What was the 1987 result for the tournament with 1986 result of 3R and 1989 of A?,SELECT 1987 WHERE 1989 EQL a AND 1986 EQL 3r
What is the 1989 result of the tournament that had a 1987 result of 1R?,SELECT 1989 WHERE 1987 EQL 1r
can you list the result of the tournament in 1989?,SELECT 1989 WHERE 1987 EQL 1r
Who wrote the episode where the series number is 74?,SELECT written by: WHERE series # EQL 74
tell me the author of episode 74 of the series?,SELECT written by: WHERE series # EQL 74
who wrote the series number 74?,SELECT written by: WHERE series # EQL 74
who wrote the episodes for which the series number is 74?,SELECT written by: WHERE series # EQL 74
who wrote the episode where the series number is 74?,SELECT written by: WHERE series # EQL 74
What is the original airdate when the season number is 4?,SELECT original air date WHERE season # EQL 4
show me the original airdate when the season number is 4?,SELECT original air date WHERE season # EQL 4
When the season number is listed as 4 what is the original airdate?,SELECT original air date WHERE season # EQL 4
When the season number is listed as 4 what is the original airdate?,SELECT original air date WHERE season # EQL 4
"Who was ""The Magic Necklace"" written by?","SELECT written by: WHERE title EQL ""the magic necklace"""
who wrote the magic necklace and who wrote it?,"SELECT written by: WHERE title EQL ""the magic necklace"""
who wrote the magic necklace?,"SELECT written by: WHERE title EQL ""the magic necklace"""
who wrote the magic necklace and why?,"SELECT written by: WHERE title EQL ""the magic necklace"""
"Which Season originally aired on September 17, 1955","SELECT season # WHERE original air date EQL september 17, 1955"
"Which Season originally aired on September 17, 1955","SELECT season # WHERE original air date EQL september 17, 1955"
"What is the title of the first episode of the season that begin on february 27, 1954?","SELECT title WHERE original air date EQL february 27, 1954"
tell me the title of the first episode of the 1954 season?,"SELECT title WHERE original air date EQL february 27, 1954"
what is the title of the first episode of the 1954 season?,"SELECT title WHERE original air date EQL february 27, 1954"
tell me the title of the first episode of the series that began on february 27 1954?,"SELECT title WHERE original air date EQL february 27, 1954"
which is the title of the first episode of the season that started on february 27 1954?,"SELECT title WHERE original air date EQL february 27, 1954"
what was the title of the first episode of the season that started on february 27 1954?,"SELECT title WHERE original air date EQL february 27, 1954"
what was the title of the first episode of the season that began on february 27 1954?,"SELECT title WHERE original air date EQL february 27, 1954"
"What is the title of the episode that aired on december 12, 1953?","SELECT title WHERE original air date EQL december 12, 1953"
tell me the title of the episode which aired on december 12 1953?,"SELECT title WHERE original air date EQL december 12, 1953"
tell me the title of the episode that aired december 12 1953?,"SELECT title WHERE original air date EQL december 12, 1953"
can you identify the title of the episode that aired on december 12 1953?,"SELECT title WHERE original air date EQL december 12, 1953"
tell me the title of the episode that aired on december 12 1953?,"SELECT title WHERE original air date EQL december 12, 1953"
what was the title of the episode that aired on december 12 1953?,"SELECT title WHERE original air date EQL december 12, 1953"
what is the title of the episode that aired on december 12 1953?,"SELECT title WHERE original air date EQL december 12, 1953"
"What is the time for a lane less than 6, and a heat less than 4 for Joanne Malar?",SELECT time WHERE lane LT 6 AND heat LT 4 AND name EQL joanne malar
"What is the time for a lane less than 6, and a heat less than 4 for Joanne Malar?",SELECT time WHERE lane LT 6 AND heat LT 4 AND name EQL joanne malar
What is the time for Adi Bichman?,SELECT time WHERE name EQL adi bichman
if you see adi bichman what is the time?,SELECT time WHERE name EQL adi bichman
what's the time for adi bichman?,SELECT time WHERE name EQL adi bichman
"What was the April 7, 2008 score on a clay surface?","SELECT score WHERE surface EQL clay AND date EQL april 7, 2008"
what is the april 7 2008 score on a clay surface?,"SELECT score WHERE surface EQL clay AND date EQL april 7, 2008"
what was the april 7 2008 score on a clay surface?,"SELECT score WHERE surface EQL clay AND date EQL april 7, 2008"
"What date was the score 6–3, 3–6, 6–0?","SELECT date WHERE score EQL 6–3, 3–6, 6–0"
"What date was the score 6–3, 3–6, 6–0?","SELECT date WHERE score EQL 6–3, 3–6, 6–0"
Name the original airdate for guy verney,SELECT original airdate WHERE director EQL guy verney
Name the original airdate for guy verney,SELECT original airdate WHERE director EQL guy verney
Name the country for hideki noda category:articles with hcards,SELECT country WHERE name EQL hideki noda category:articles with hcards
Name the country for hideki noda category:articles with hcards,SELECT country WHERE name EQL hideki noda category:articles with hcards
What position did he finish after 1998 and a note time of 2:31:40?,SELECT position WHERE year GT 1998 AND notes EQL 2:31:40
What venue featured a notes of 2:38:44?,SELECT venue WHERE notes EQL 2:38:44
On what date did the event begin that had a steam traction type and used the system named HSM (1883–1910) GT (1915–1922)?,SELECT date (from) WHERE name of system EQL hsm (1883–1910) gt (1915–1922) AND traction type EQL steam
On what date did the event begin that had a steam traction type and used the system named HSM (1883–1910) GT (1915–1922)?,SELECT date (from) WHERE name of system EQL hsm (1883–1910) gt (1915–1922) AND traction type EQL steam
On what date did the event at Zaltbommel begin?,SELECT date (from) WHERE location EQL zaltbommel
what date did zaltbommel start?,SELECT date (from) WHERE location EQL zaltbommel
what was the date of the zaltbommel event?,SELECT date (from) WHERE location EQL zaltbommel
on which date did the event begin at zaltbommel?,SELECT date (from) WHERE location EQL zaltbommel
on what date did the event of zaltbommel start?,SELECT date (from) WHERE location EQL zaltbommel
on what date did the event in zaltbommel start?,SELECT date (from) WHERE location EQL zaltbommel
on which date did the event at zaltbommel begin?,SELECT date (from) WHERE location EQL zaltbommel
on what date did the event in zaltbommel begin?,SELECT date (from) WHERE location EQL zaltbommel
on what date did the event at zaltbommel begin?,SELECT date (from) WHERE location EQL zaltbommel
At what location did the event that used electric traction and system name ATM (1880–1911) GETA (1911–1944) occur?,SELECT location WHERE name of system EQL atm (1880–1911) geta (1911–1944) AND traction type EQL electric
At what location did the event that used electric traction and system name ATM (1880–1911) GETA (1911–1944) occur?,SELECT location WHERE name of system EQL atm (1880–1911) geta (1911–1944) AND traction type EQL electric
What year does robin buck go 44 laps?,SELECT year WHERE distance/duration EQL 44 laps AND driver EQL robin buck
what year do you think robin buck has gone 44 laps?,SELECT year WHERE distance/duration EQL 44 laps AND driver EQL robin buck
What is the score in the final of the tournament with a clay surface on 18 April 2011?,SELECT score in the final WHERE surface EQL clay AND date EQL 18 april 2011
what is the score in the final of the tournament on 18 april 2011?,SELECT score in the final WHERE surface EQL clay AND date EQL 18 april 2011
what is the score in the final of the tournament on a clay surface on 18 april 2011?,SELECT score in the final WHERE surface EQL clay AND date EQL 18 april 2011
what is the score in the final of the tournament with a clay surface on 18 april 2011?,SELECT score in the final WHERE surface EQL clay AND date EQL 18 april 2011
What is the score in the final of the tournament with a hard surface?,SELECT score in the final WHERE surface EQL hard
how many points is needed for a final against a hard surface?,SELECT score in the final WHERE surface EQL hard
can you describe the final score of a tournament played on a hard surface?,SELECT score in the final WHERE surface EQL hard
what are the final scores of a tournament with a hard surface?,SELECT score in the final WHERE surface EQL hard
is there a winning margin in the final of a tournament with a hard surface?,SELECT score in the final WHERE surface EQL hard
what is a score in the final of a tournament on a hard surface?,SELECT score in the final WHERE surface EQL hard
Who is the opponent in the final on 24 November 2008?,SELECT opponent in the final WHERE date EQL 24 november 2008
who is the opponent for a deciding final on november 24 2008?,SELECT opponent in the final WHERE date EQL 24 november 2008
